device/C,kernel/C,workDimension/C,a/F,b/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,Computation,ONE_D,23,256,1,1,1,704,0.005,0.001,0.001,0.048,0,0.008
Tesla K20Xm,Computation,ONE_D,23,256,2,1,1,704,0.004,0,0,0.017,0,0.007
Tesla K20Xm,Computation,ONE_D,23,256,4,1,1,704,0.003,0,0,0.016,0,0.006
Tesla K20Xm,Computation,ONE_D,23,256,8,1,1,704,0.003,0,0.001,0.015,0,0.006
Tesla K20Xm,Computation,ONE_D,23,256,16,1,1,704,0.003,0,0,0.014,0,0.006
Tesla K20Xm,Computation,ONE_D,23,256,32,1,1,704,0.003,0,0.001,0.015,0,0.006
Tesla K20Xm,Computation,ONE_D,23,256,64,1,1,704,0.003,0,0,0.016,0,0.006
Tesla K20Xm,Computation,ONE_D,23,256,128,1,1,704,0.003,0,0,0.016,0,0.006
Tesla K20Xm,Computation,ONE_D,23,256,256,1,1,704,0.003,0,0,0.016,0,0.005
Tesla K20Xm,Computation,ONE_D,23,256,512,1,1,704,0.003,0,0,0.016,0,0.006
Tesla K20Xm,Computation,ONE_D,23,256,1024,1,1,704,0.003,0,0,-1,-1,-1
