device/C,kernel/C,workDimension/C,N/F,P/F,M/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,MatrixMultiplication,TWO_D,5792,5792,5792,4,4,1,127,1327.09,89.035,0.003,15099.5,63.926,1.545
Tesla K20Xm,MatrixMultiplication,TWO_D,5792,5792,5792,4,8,1,127,1328.7,88.289,0.003,11754.4,63.228,1.579
Tesla K20Xm,MatrixMultiplication,TWO_D,5792,5792,5792,4,16,1,127,1326.95,88.248,0.003,11342.4,63.244,1.598
Tesla K20Xm,MatrixMultiplication,TWO_D,5792,5792,5792,4,32,1,127,1327.82,88.265,0.003,11431,63.287,1.593
Tesla K20Xm,MatrixMultiplication,TWO_D,5792,5792,5792,4,64,1,127,1326.73,88.16,0.003,-1,-1,-1
Tesla K20Xm,MatrixMultiplication,TWO_D,5792,5792,5792,4,128,1,127,1328.71,88.258,0.003,-1,-1,-1
Tesla K20Xm,MatrixMultiplication,TWO_D,5792,5792,5792,4,256,1,127,1327.7,88.306,0.002,-1,-1,-1
Tesla K20Xm,MatrixMultiplication,TWO_D,5792,5792,5792,8,4,1,127,1327.56,88.879,0.003,8021.81,63.145,1.578
Tesla K20Xm,MatrixMultiplication,TWO_D,5792,5792,5792,8,8,1,127,1326.85,88.399,0.003,6403.4,64.519,1.617
Tesla K20Xm,MatrixMultiplication,TWO_D,5792,5792,5792,8,16,1,127,1326.79,88.196,0.003,6490.54,63.768,1.651
Tesla K20Xm,MatrixMultiplication,TWO_D,5792,5792,5792,8,32,1,127,1326.86,88.229,0.003,6370.3,63.456,1.602
Tesla K20Xm,MatrixMultiplication,TWO_D,5792,5792,5792,8,64,1,127,1327.96,88.24,0.003,-1,-1,-1
Tesla K20Xm,MatrixMultiplication,TWO_D,5792,5792,5792,8,128,1,127,1328,88.291,0.002,-1,-1,-1
Tesla K20Xm,MatrixMultiplication,TWO_D,5792,5792,5792,16,4,1,127,1328.09,88.208,0.002,4206.49,63.279,1.612
