device/C,kernel/C,workDimension/C,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
GTX 780,NoMemory,ONE_D,1,1,1,20,0,0,0,0.025,0,0.006
GTX 780,NoMemory,ONE_D,2,1,1,20,0.001,0,0.001,0.016,0.001,0.007
GTX 780,NoMemory,ONE_D,4,1,1,20,0,0.001,0,0.017,0,0.007
GTX 780,NoMemory,ONE_D,8,1,1,20,0,0,0,0.015,0,0.007
GTX 780,NoMemory,ONE_D,16,1,1,20,0,0,0,0.015,0,0.007
GTX 780,NoMemory,ONE_D,32,1,1,20,0,0,0,0.015,0,0.007
GTX 780,NoMemory,ONE_D,64,1,1,20,0,0,0,0.015,0,0.006
GTX 780,NoMemory,ONE_D,128,1,1,20,0,0,0,0.015,0,0.006
GTX 780,NoMemory,ONE_D,256,1,1,20,0,0,0,0.016,0,0.006
GTX 780,NoMemory,ONE_D,512,1,1,20,0,0,0,0.015,0,0.007
GTX 780,NoMemory,ONE_D,1024,1,1,20,0,0,0,-1,-1,-1
GTX 780,NoMemory,ONE_D,1,1,1,20,0,0,0,0.024,0,0.007
GTX 780,NoMemory,ONE_D,2,1,1,20,0.001,0,0,0.015,0,0.008
GTX 780,NoMemory,ONE_D,4,1,1,20,0.001,0,0,0.015,0,0.006
GTX 780,NoMemory,ONE_D,8,1,1,20,0,0,0,0.015,0,0.006
GTX 780,NoMemory,ONE_D,16,1,1,20,0,0,0,0.015,0,0.006
GTX 780,NoMemory,ONE_D,32,1,1,20,0,0,0,0.015,0,0.007
GTX 780,NoMemory,ONE_D,64,1,1,20,0,0,0.001,0.014,0,0.006
GTX 780,NoMemory,ONE_D,128,1,1,20,0,0,0,0.014,0,0.007
GTX 780,NoMemory,ONE_D,256,1,1,20,0,0,0,0.014,0,0.006
GTX 780,NoMemory,ONE_D,512,1,1,20,0,0,0,0.015,0,0.007
GTX 780,NoMemory,ONE_D,1024,1,1,20,0,0,0,-1,-1,-1
GTX 780,NoMemory,ONE_D,1,1,1,20,0,0,0,0.025,0,0.007
GTX 780,NoMemory,ONE_D,2,1,1,20,0.001,0,0.001,0.016,0,0.007
GTX 780,NoMemory,ONE_D,4,1,1,20,0,0,0,0.016,0,0.006
GTX 780,NoMemory,ONE_D,8,1,1,20,0,0,0,0.016,0,0.006
GTX 780,NoMemory,ONE_D,16,1,1,20,0,0,0,0.016,0,0.007
GTX 780,NoMemory,ONE_D,32,1,1,20,0,0,0.001,0.015,0,0.007
GTX 780,NoMemory,ONE_D,64,1,1,20,0,0,0,0.016,0,0.006
GTX 780,NoMemory,ONE_D,128,1,1,20,0,0,0,0.015,0,0.006
GTX 780,NoMemory,ONE_D,256,1,1,20,0,0,0,0.016,0.001,0.006
GTX 780,NoMemory,ONE_D,512,1,1,20,0,0,0,0.015,0.001,0.006
GTX 780,NoMemory,ONE_D,1024,1,1,20,0,0,0,-1,-1,-1
GTX 780,NoMemory,ONE_D,1,1,1,20,0,0,0,0.025,0,0.007
GTX 780,NoMemory,ONE_D,2,1,1,20,0,0,0,0.016,0,0.007
GTX 780,NoMemory,ONE_D,4,1,1,20,0,0,0,0.015,0,0.007
GTX 780,NoMemory,ONE_D,8,1,1,20,0.001,0,0,0.015,0,0.006
GTX 780,NoMemory,ONE_D,16,1,1,20,0,0,0,0.014,0,0.006
GTX 780,NoMemory,ONE_D,32,1,1,20,0,0,0.001,0.014,0,0.006
GTX 780,NoMemory,ONE_D,64,1,1,20,0,0,0.001,0.013,0,0.006
GTX 780,NoMemory,ONE_D,128,1,1,20,0.001,0,0.001,0.014,0,0.006
GTX 780,NoMemory,ONE_D,256,1,1,20,0,0,0,0.014,0,0.006
GTX 780,NoMemory,ONE_D,512,1,1,20,0,0,0,0.014,0,0.006
GTX 780,NoMemory,ONE_D,1024,1,1,20,0,0,0,-1,-1,-1
GTX 780,NoMemory,ONE_D,1,1,1,20,0,0.001,0,0.024,0,0.007
GTX 780,NoMemory,ONE_D,2,1,1,20,0,0,0,0.017,0,0.008
GTX 780,NoMemory,ONE_D,4,1,1,20,0.001,0,0,0.016,0,0.007
GTX 780,NoMemory,ONE_D,8,1,1,20,0,0,0,0.015,0,0.006
GTX 780,NoMemory,ONE_D,16,1,1,20,0,0,0,0.014,0,0.006
GTX 780,NoMemory,ONE_D,32,1,1,20,0,0,0,0.014,0,0.006
GTX 780,NoMemory,ONE_D,64,1,1,20,0,0.001,0,0.028,0,0.007
GTX 780,NoMemory,ONE_D,128,1,1,20,0,0,0,0.014,0,0.007
GTX 780,NoMemory,ONE_D,256,1,1,20,0.001,0,0,0.015,0,0.007
GTX 780,NoMemory,ONE_D,512,1,1,20,0.001,0,0,0.015,0,0.007
GTX 780,NoMemory,ONE_D,1024,1,1,20,0,0,0,-1,-1,-1
GTX 780,NoMemory,ONE_D,1,1,1,20,0,0,0,0.025,0,0.007
GTX 780,NoMemory,ONE_D,2,1,1,20,0,0,0,0.016,0.001,0.007
GTX 780,NoMemory,ONE_D,4,1,1,20,0,0,0,0.015,0,0.007
GTX 780,NoMemory,ONE_D,8,1,1,20,0,0,0,0.015,0,0.006
GTX 780,NoMemory,ONE_D,16,1,1,20,0,0,0,0.014,0,0.007
GTX 780,NoMemory,ONE_D,32,1,1,20,0,0,0.001,0.014,0,0.006
GTX 780,NoMemory,ONE_D,64,1,1,20,0.001,0,0,0.015,0,0.006
GTX 780,NoMemory,ONE_D,128,1,1,20,0,0,0,0.014,0,0.006
GTX 780,NoMemory,ONE_D,256,1,1,20,0,0,0,0.014,0,0.006
GTX 780,NoMemory,ONE_D,512,1,1,20,0,0,0,0.014,0,0.006
GTX 780,NoMemory,ONE_D,1024,1,1,20,0,0,0,-1,-1,-1
GTX 780,NoMemory,ONE_D,1,1,1,20,0,0,0,0.024,0,0.007
GTX 780,NoMemory,ONE_D,2,1,1,20,0,0,0,0.016,0,0.009
GTX 780,NoMemory,ONE_D,4,1,1,20,0.001,0,0,0.016,0,0.008
GTX 780,NoMemory,ONE_D,8,1,1,20,0.001,0,0,0.014,0,0.006
GTX 780,NoMemory,ONE_D,16,1,1,20,0,0,0,0.015,0,0.006
