device/C,kernel/C,workDimension/C,width/F,height/F,steps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,678,1356,4,1,1,1,14.0284,321.379,17.382,0.007,878.626,0.003,2.498
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,678,1356,4,1,2,1,14.0284,319.741,17.504,0.008,858.632,0.003,2.428
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,678,1356,4,1,4,1,14.0284,320.084,17.57,0.009,836.633,0.004,2.676
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,678,1356,4,1,8,1,14.0284,320.329,17.963,0.007,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,678,1356,4,1,16,1,14.0284,324.267,17.676,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,678,1356,4,1,32,1,14.0284,320.882,17.729,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,678,1356,4,1,64,1,14.0284,320.927,17.805,0.007,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,678,1356,4,1,128,1,14.0284,318.692,17.087,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,678,1356,4,1,256,1,14.0284,320.358,17.642,0.007,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,678,1356,4,1,512,1,14.0284,321.273,16.894,0.007,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,678,1356,4,1,1024,1,14.0284,319.875,17.248,0.006,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,678,1356,4,1,2048,1,14.0284,317.897,17.528,0.006,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,678,1356,4,1,4096,1,14.0284,317.913,17.299,0.006,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,678,1356,4,1,8192,1,14.0284,321.31,17.931,0.006,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,678,1356,4,2,1,1,14.0284,320.726,17.506,0.008,857.903,0.006,2.654
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,678,1356,4,2,2,1,14.0284,320.093,17.549,0.007,825.631,0.005,2.577
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,678,1356,4,2,4,1,14.0284,320.867,17.206,0.006,815.918,0.009,6.426
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,678,1356,4,2,8,1,14.0284,323.306,16.927,0.007,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,678,1356,4,2,16,1,14.0284,323.889,17.46,0.007,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,678,1356,4,2,32,1,14.0284,318.136,17.35,0.007,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,678,1356,4,2,64,1,14.0284,321.871,16.817,0.007,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,678,1356,4,2,128,1,14.0284,320.779,17.416,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,678,1356,4,2,256,1,14.0284,320.582,17.616,0.007,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,678,1356,4,2,512,1,14.0284,318.669,16.901,0.005,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,678,1356,4,2,1024,1,14.0284,318.492,17.3,0.006,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,678,1356,4,2,2048,1,14.0284,318.264,17.003,0.007,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,678,1356,4,2,4096,1,14.0284,318.687,17.539,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,678,1356,4,4,1,1,14.0284,320.748,18.061,0.007,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,678,1356,4,4,2,1,14.0284,320.53,17.228,0.007,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,678,1356,4,4,4,1,14.0284,317.55,17.501,0.005,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,678,1356,4,4,8,1,14.0284,317.869,17.473,0.007,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,678,1356,4,4,16,1,14.0284,319.853,17.087,0.005,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,678,1356,4,4,32,1,14.0284,320.924,17.681,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,678,1356,4,4,64,1,14.0284,320.891,17.337,0.005,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,678,1356,4,4,128,1,14.0284,318.677,16.864,0.007,-1,-1,-1
