device/C,kernel/C,workDimension/C,width/F,height/F,steps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,1,1,1,28.0079,646.024,32.007,0.009,1787.06,0.004,4.028
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,1,2,1,28.0079,741.78,30.88,0.008,1627.86,0.004,3.488
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,1,4,1,28.0079,733.565,31.068,0.009,1581.51,0.004,2.983
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,1,8,1,28.0079,744.806,32.472,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,1,16,1,28.0079,607.512,31.255,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,1,32,1,28.0079,595.195,31.03,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,1,64,1,28.0079,611.414,33.07,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,1,128,1,28.0079,614.298,31.263,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,1,256,1,28.0079,613.176,31.612,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,1,512,1,28.0079,615.885,31.366,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,1,1024,1,28.0079,610.067,31.259,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,1,2048,1,28.0079,611.242,31.489,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,1,4096,1,28.0079,612.343,31.512,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,1,8192,1,28.0079,610.642,31.271,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,2,1,1,28.0079,612.343,31.319,0.009,1577.34,0.007,3
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,2,2,1,28.0079,711.56,31.118,0.008,1575.55,0.006,3.208
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,2,4,1,28.0079,745.712,31.122,0.009,1542.03,0.006,2.706
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,2,8,1,28.0079,758.853,30.813,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,2,16,1,28.0079,608.874,30.992,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,2,32,1,28.0079,612.055,30.963,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,2,64,1,28.0079,607.58,30.953,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,2,128,1,28.0079,611.732,30.96,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,2,256,1,28.0079,606.818,30.808,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,2,512,1,28.0079,610.434,30.57,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,2,1024,1,28.0079,619.906,31.699,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,2,2048,1,28.0079,618.58,31.311,0.02,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,2,4096,1,28.0079,619.054,31.174,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,4,1,1,28.0079,611.948,31.653,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,4,2,1,28.0079,627.974,31.194,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,4,4,1,28.0079,623.198,31.515,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,4,8,1,28.0079,627.452,31.75,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,4,16,1,28.0079,627.868,31.213,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,4,32,1,28.0079,622.51,31.054,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,4,64,1,28.0079,623.111,31.617,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,4,128,1,28.0079,617.89,31.455,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,4,256,1,28.0079,615.441,32.013,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,4,512,1,28.0079,618.585,31.648,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,4,1024,1,28.0079,618.71,31.547,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,4,2048,1,28.0079,619.4,31.864,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,8,1,1,28.0079,619.649,32.202,0.007,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,8,2,1,28.0079,613.956,32.21,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,8,4,1,28.0079,617.662,32.007,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,8,8,1,28.0079,619.67,32.269,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,8,16,1,28.0079,618.951,32.206,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,8,32,1,28.0079,619.116,32.122,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,8,64,1,28.0079,619.685,33.006,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,8,128,1,28.0079,625.86,32.193,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,8,256,1,28.0079,627.69,32.36,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,8,512,1,28.0079,628.589,32.071,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,8,1024,1,28.0079,626.558,31.934,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,16,1,1,28.0079,627.369,31.87,0.007,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,16,2,1,28.0079,629.091,31.902,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,16,4,1,28.0079,627.954,31.843,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,16,8,1,28.0079,627.312,31.685,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,16,16,1,28.0079,629.476,31.896,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,16,32,1,28.0079,627.919,31.761,0.007,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,16,64,1,28.0079,628.525,32.036,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,16,128,1,28.0079,628.5,31.955,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,16,256,1,28.0079,628.967,32.008,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,16,512,1,28.0079,627.74,31.915,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,32,1,1,28.0079,624.655,32.026,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,32,2,1,28.0079,617.982,31.931,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,32,4,1,28.0079,618.46,31.861,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,32,8,1,28.0079,614.511,31.937,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,32,16,1,28.0079,616.913,31.978,0.007,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,32,32,1,28.0079,617.843,31.731,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,32,64,1,28.0079,618.12,31.963,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,32,128,1,28.0079,618.505,31.557,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,32,256,1,28.0079,627.138,31.933,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,64,1,1,28.0079,627.451,31.931,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,64,2,1,28.0079,628.354,31.886,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,64,4,1,28.0079,628.896,31.725,0.007,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,64,8,1,28.0079,626.932,32.188,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,64,16,1,28.0079,628.713,31.878,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,64,32,1,28.0079,625.012,31.8,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,64,64,1,28.0079,622.604,31.81,0.008,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,64,128,1,28.0079,619.844,31.874,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,128,1,1,28.0079,619.831,32.127,0.009,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,958,1916,4,128,2,1,28.0079,619.012,31.949,0.008,-1,-1,-1
