device/C,kernel/C,workDimension/C,nElements/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FWT,ONE_D,2.09715e+06,1,1,1,8,47.96,10.039,0.005,18.815,5.873,1.179
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FWT,ONE_D,2.09715e+06,2,1,1,8,42.612,7.592,0.004,13.552,3.345,0.958
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FWT,ONE_D,2.09715e+06,4,1,1,8,42.359,8.383,0.004,10.672,5.367,1.045
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FWT,ONE_D,2.09715e+06,8,1,1,8,42.637,7.869,0.017,9.709,3.355,0.938
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FWT,ONE_D,2.09715e+06,16,1,1,8,42.339,8.368,0.018,7.643,3.468,0.988
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FWT,ONE_D,2.09715e+06,32,1,1,8,42.733,9.013,0.017,7.778,4.696,0.94
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FWT,ONE_D,2.09715e+06,64,1,1,8,42.571,8.571,0.003,7.693,3.51,1.113
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FWT,ONE_D,2.09715e+06,128,1,1,8,55.182,9.926,0.004,7.638,4.011,1.111
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FWT,ONE_D,2.09715e+06,256,1,1,8,54.633,9.857,0.004,6.111,3.491,1.102
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FWT,ONE_D,2.09715e+06,512,1,1,8,54.438,9.819,0.004,6.864,3.514,1.112
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FWT,ONE_D,2.09715e+06,1024,1,1,8,54.773,9.782,0.003,7.179,5.848,1.108
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FWT,ONE_D,2.09715e+06,2048,1,1,8,54.402,8.801,0.004,6.426,5.731,1.145
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FWT,ONE_D,2.09715e+06,4096,1,1,8,54.076,9.003,0.005,7.715,3.492,1.149
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FWT,ONE_D,2.09715e+06,8192,1,1,8,54.345,9.772,0.003,7.485,5.803,1.149
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FWT,ONE_D,2.09715e+06,1,1,1,8,48.465,10.089,0.004,18.919,3.191,1.306
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FWT,ONE_D,2.09715e+06,2,1,1,8,42.488,8.695,0.004,13.947,5.655,1.062
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FWT,ONE_D,2.09715e+06,4,1,1,8,42.61,8,0.004,10.642,5.899,1.037
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FWT,ONE_D,2.09715e+06,8,1,1,8,42.383,7.869,0.004,9.609,3.448,0.999
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,FWT,ONE_D,2.09715e+06,16,1,1,8,42.218,8.685,0.018,7.624,5.673,1.066
