device/C,kernel/C,workDimension/C,a/F,b/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,65,797,1,1,1,320,0.008,0,0.002,0.171,0,0.42
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,65,797,2,1,1,320,0.004,0,0.002,0.128,0,0.44
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,65,797,4,1,1,320,0.004,0,0.001,0.117,0,0.439
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,65,797,8,1,1,320,0.01,0,0.003,0.169,0.001,0.67
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,65,797,16,1,1,320,0.009,0,0.003,0.177,0.001,0.696
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,65,797,32,1,1,320,0.009,0,0.003,0.094,0,0.513
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,65,797,64,1,1,320,0.004,0,0.001,0.246,0,0.336
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,65,797,128,1,1,320,0.004,0.001,0.001,0.042,0,0.859
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,65,797,256,1,1,320,0.012,0,0.004,0.175,0.001,0.487
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,65,797,512,1,1,320,0.006,0,0.002,0.069,0.001,0.528
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,65,797,1024,1,1,320,0.006,0,0.001,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,65,797,2048,1,1,320,0.005,0,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,65,797,4096,1,1,320,0.005,0,0.002,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Computation,ONE_D,65,797,8192,1,1,320,0.005,0,0.001,-1,-1,-1
