device/C,kernel/C,workDimension/C,length/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.3593e+06,1,1,1,36,206.234,38.428,0.022,9.214,11.984,2.012
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.3593e+06,2,1,1,36,198.842,37.843,0.007,6.18,6.038,1.976
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.3593e+06,4,1,1,36,202.575,37.915,0.007,4.461,3.135,2.122
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.3593e+06,8,1,1,36,195.467,56.001,0.007,1.312,1.636,2.109
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.3593e+06,16,1,1,36,196.81,37.889,0.007,1.613,0.901,1.954
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.3593e+06,32,1,1,36,199.276,37.905,0.007,1.618,0.538,1.949
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.3593e+06,64,1,1,36,194.835,37.923,0.007,1.559,0.331,1.922
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.3593e+06,128,1,1,36,196.159,37.828,0.008,1.844,0.237,1.938
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.3593e+06,256,1,1,36,195.152,37.83,0.022,1.95,0.194,1.989
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.3593e+06,512,1,1,36,216.206,37.926,0.007,1.926,0.108,1.921
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.3593e+06,1024,1,1,36,194.561,46.32,0.006,2.065,0.098,1.876
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.3593e+06,2048,1,1,36,194.816,37.855,0.007,2.597,0.087,1.897
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.3593e+06,4096,1,1,36,196.337,55.247,0.007,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,2.3593e+06,8192,1,1,36,193.392,37.969,0.007,-1,-1,-1
