device/C,kernel/C,workDimension/C,a/F,b/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,Computation,ONE_D,589,829,1,1,1,448,0.004,0,0.001,0.301,0,0.009
Tesla K20Xm,Computation,ONE_D,589,829,2,1,1,448,0.003,0,0,0.016,0,0.007
Tesla K20Xm,Computation,ONE_D,589,829,4,1,1,448,0.003,0.001,0,0.015,0,0.006
Tesla K20Xm,Computation,ONE_D,589,829,8,1,1,448,0.003,0,0,0.015,0,0.006
Tesla K20Xm,Computation,ONE_D,589,829,16,1,1,448,0.002,0,0,0.015,0,0.006
Tesla K20Xm,Computation,ONE_D,589,829,32,1,1,448,0.003,0,0.001,0.014,0,0.006
Tesla K20Xm,Computation,ONE_D,589,829,64,1,1,448,0.002,0,0,0.015,0,0.006
Tesla K20Xm,Computation,ONE_D,589,829,128,1,1,448,0.003,0,0,0.014,0,0.005
Tesla K20Xm,Computation,ONE_D,589,829,256,1,1,448,0.003,0.001,0,0.015,0,0.005
Tesla K20Xm,Computation,ONE_D,589,829,512,1,1,448,0.003,0,0.001,0.015,0,0.006
Tesla K20Xm,Computation,ONE_D,589,829,1024,1,1,448,0.003,0,0,-1,-1,-1
