device/C,kernel/C,workDimension/C,length/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,Reduction,ONE_D,393216,1,1,1,6,31.623,2.211,0.001,5.017,2.778,0.475
AMD Firepro W9100,Reduction,ONE_D,393216,2,1,1,6,31.862,1.946,0.001,4.297,1.401,0.127
AMD Firepro W9100,Reduction,ONE_D,393216,4,1,1,6,31.53,1.802,0.001,3.958,0.724,0.111
AMD Firepro W9100,Reduction,ONE_D,393216,8,1,1,6,31.842,1.736,0.001,3.423,0.295,0.074
AMD Firepro W9100,Reduction,ONE_D,393216,16,1,1,6,32.666,1.71,0.001,3.15,0.243,0.064
AMD Firepro W9100,Reduction,ONE_D,393216,32,1,1,6,32.655,1.651,0,3.302,0.117,0.063
AMD Firepro W9100,Reduction,ONE_D,393216,64,1,1,6,32.89,1.681,0.001,3.244,0.09,0.059
AMD Firepro W9100,Reduction,ONE_D,393216,128,1,1,6,32.611,1.654,0.001,3.479,0.073,0.057
AMD Firepro W9100,Reduction,ONE_D,393216,256,1,1,6,30.045,1.57,0.001,3.296,0.049,0.057
