device/C,kernel/C,workDimension/C,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,NoMemory,ONE_D,1,1,1,16,0.001,0,0,0.601,0,0.059
AMD Firepro W9100,NoMemory,ONE_D,2,1,1,16,0,0,0,0.488,0,0.068
AMD Firepro W9100,NoMemory,ONE_D,4,1,1,16,0,0,0,0.411,0.001,0.05
AMD Firepro W9100,NoMemory,ONE_D,8,1,1,16,0,0.001,0,0.405,0.001,0.049
AMD Firepro W9100,NoMemory,ONE_D,16,1,1,16,0,0,0,0.404,0,0.052
AMD Firepro W9100,NoMemory,ONE_D,32,1,1,16,0,0,0,0.394,0,0.049
AMD Firepro W9100,NoMemory,ONE_D,64,1,1,16,0,0.001,0,0.455,0.001,0.056
AMD Firepro W9100,NoMemory,ONE_D,128,1,1,16,0,0,0,0.469,0,0.052
AMD Firepro W9100,NoMemory,ONE_D,256,1,1,16,0,0,0,0.487,0.001,0.057
AMD Firepro W9100,NoMemory,ONE_D,1,1,1,16,0,0,0,0.406,0,0.026
AMD Firepro W9100,NoMemory,ONE_D,2,1,1,16,0.001,0.001,0,0.271,0,0.025
AMD Firepro W9100,NoMemory,ONE_D,4,1,1,16,0,0,0,0.265,0,0.025
AMD Firepro W9100,NoMemory,ONE_D,8,1,1,16,0,0,0,0.312,0.001,0.023
AMD Firepro W9100,NoMemory,ONE_D,16,1,1,16,0,0,0,0.228,0.001,0.024
AMD Firepro W9100,NoMemory,ONE_D,32,1,1,16,0,0,0,0.317,0,0.047
AMD Firepro W9100,NoMemory,ONE_D,64,1,1,16,0,0,0,0.358,0,0.023
AMD Firepro W9100,NoMemory,ONE_D,128,1,1,16,0,0,0,0.268,0,0.023
AMD Firepro W9100,NoMemory,ONE_D,256,1,1,16,0,0,0,0.383,0.001,0.05
AMD Firepro W9100,NoMemory,ONE_D,1,1,1,16,0.001,0,0,0.614,0.001,0.055
AMD Firepro W9100,NoMemory,ONE_D,2,1,1,16,0.001,0.001,0,0.465,0.001,0.048
AMD Firepro W9100,NoMemory,ONE_D,4,1,1,16,0,0,0,0.407,0,0.05
AMD Firepro W9100,NoMemory,ONE_D,8,1,1,16,0,0,0.001,0.415,0.001,0.055
AMD Firepro W9100,NoMemory,ONE_D,16,1,1,16,0,0,0,0.405,0.001,0.049
AMD Firepro W9100,NoMemory,ONE_D,32,1,1,16,0,0,0,0.411,0.001,0.051
AMD Firepro W9100,NoMemory,ONE_D,64,1,1,16,0,0,0,0.478,0.001,0.058
AMD Firepro W9100,NoMemory,ONE_D,128,1,1,16,0,0,0,0.415,0,0.051
AMD Firepro W9100,NoMemory,ONE_D,256,1,1,16,0,0,0,0.422,0,0.054
AMD Firepro W9100,NoMemory,ONE_D,1,1,1,16,0,0,0,0.381,0,0.029
AMD Firepro W9100,NoMemory,ONE_D,2,1,1,16,0,0,0,0.39,0,0.047
AMD Firepro W9100,NoMemory,ONE_D,4,1,1,16,0.001,0,0,0.347,0,0.019
AMD Firepro W9100,NoMemory,ONE_D,8,1,1,16,0,0,0,0.252,0,0.018
AMD Firepro W9100,NoMemory,ONE_D,16,1,1,16,0,0,0,0.37,0,0.043
AMD Firepro W9100,NoMemory,ONE_D,32,1,1,16,0,0,0,0.348,0,0.019
AMD Firepro W9100,NoMemory,ONE_D,64,1,1,16,0.001,0,0,0.249,0.001,0.018
AMD Firepro W9100,NoMemory,ONE_D,128,1,1,16,0,0,0,0.373,0,0.044
AMD Firepro W9100,NoMemory,ONE_D,256,1,1,16,0.001,0,0,0.316,0,0.018
AMD Firepro W9100,NoMemory,ONE_D,1,1,1,16,0,0,0,0.449,0,0.026
AMD Firepro W9100,NoMemory,ONE_D,2,1,1,16,0,0,0,0.275,0,0.025
AMD Firepro W9100,NoMemory,ONE_D,4,1,1,16,0,0,0,0.427,0.001,0.054
AMD Firepro W9100,NoMemory,ONE_D,8,1,1,16,0,0,0,0.405,0.001,0.049
AMD Firepro W9100,NoMemory,ONE_D,16,1,1,16,0.001,0,0,0.4,0.001,0.048
AMD Firepro W9100,NoMemory,ONE_D,32,1,1,16,0,0,0,0.32,0.001,0.023
AMD Firepro W9100,NoMemory,ONE_D,64,1,1,16,0,0,0,0.332,0.001,0.05
AMD Firepro W9100,NoMemory,ONE_D,128,1,1,16,0,0,0,0.506,0,0.022
AMD Firepro W9100,NoMemory,ONE_D,256,1,1,16,0,0.001,0,0.261,0,0.023
AMD Firepro W9100,NoMemory,ONE_D,1,1,1,16,0.001,0,0,0.433,0,0.026
AMD Firepro W9100,NoMemory,ONE_D,2,1,1,16,0,0,0,0.271,0,0.024
AMD Firepro W9100,NoMemory,ONE_D,4,1,1,16,0,0,0,0.268,0,0.024
AMD Firepro W9100,NoMemory,ONE_D,8,1,1,16,0,0,0,0.377,0,0.025
