device/C,kernel/C,workDimension/C,length/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,1,1,1,12,69.651,5.937,0.002,31.548,3.98,0.985
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,2,1,1,12,64.295,5.87,0.002,7.47,2.031,0.368
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,4,1,1,12,62.111,5.081,0.001,1.92,1.038,0.294
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,8,1,1,12,60.233,5.062,0.001,1.267,1.317,0.293
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,16,1,1,12,60.39,4.998,0.001,1,0.332,0.237
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,32,1,1,12,60.768,4.898,0.001,0.805,0.159,0.191
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,64,1,1,12,60.425,4.851,0.001,0.746,0.086,0.192
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,128,1,1,12,60.157,4.702,0.001,0.692,0.048,0.191
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,256,1,1,12,60.116,4.686,0.001,0.748,0.036,0.184
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,512,1,1,12,60.004,4.689,0.001,0.908,0.024,0.187
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,1024,1,1,12,60.095,4.687,0.001,1.155,0.018,0.191
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,1,1,1,12,70.978,6.219,0.002,30.901,4.072,0.248
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,2,1,1,12,62.581,3.845,0.002,3.547,2.048,0.156
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,4,1,1,12,60.546,3.462,0.001,2.013,1.107,0.139
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,8,1,1,12,60.381,3.179,0.001,1.46,1.315,0.161
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,16,1,1,12,60.308,2.968,0.002,1.076,0.306,0.13
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,32,1,1,12,60.272,2.961,0.001,0.781,0.17,0.073
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,64,1,1,12,60.218,2.929,0.002,0.727,0.117,0.071
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,128,1,1,12,60.188,2.887,0.001,0.709,0.053,0.069
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,256,1,1,12,60.235,2.845,0.002,0.824,0.065,0.07
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,512,1,1,12,60.219,2.872,0.002,0.872,0.023,0.069
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,1024,1,1,12,60.295,2.839,0.002,0.981,0.019,0.084
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,1,1,1,12,69.704,8.254,0.002,9.555,3.947,0.282
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,2,1,1,12,61.696,6.325,0.002,4.114,2.605,0.168
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,4,1,1,12,80.44,6.829,0.005,2.42,1.316,0.147
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,8,1,1,12,80.082,6.621,0.002,1.592,0.675,0.151
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,16,1,1,12,80.166,6.542,0.002,1.201,0.344,0.134
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,32,1,1,12,80.04,6.509,0.003,0.849,0.186,0.126
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,64,1,1,12,80.084,6.417,0.003,0.738,0.1,0.092
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,128,1,1,12,80.062,6.321,0.003,0.717,0.059,0.094
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,256,1,1,12,82.261,8.155,0.002,0.791,0.04,0.142
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,512,1,1,12,80.87,7.586,0.003,0.924,0.029,0.121
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,1024,1,1,12,84.793,7.659,0.002,1.062,0.018,0.106
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,1,1,1,12,70.181,4.798,0.001,9.746,5.229,0.232
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,2,1,1,12,81.361,4.239,0.003,4.08,2.598,0.171
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,4,1,1,12,80.56,4.22,0.002,1.811,1.338,0.121
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,8,1,1,12,80.197,4.565,0.001,1.546,0.694,0.135
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,16,1,1,12,79.909,4.155,0.001,1.145,0.356,0.14
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,32,1,1,12,80.197,4.174,0.002,0.844,0.185,0.125
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,64,1,1,12,80.537,4.208,0.002,0.756,0.125,0.112
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,128,1,1,12,80.075,4.06,0.001,0.712,0.059,0.12
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,256,1,1,12,80.167,4.004,0.003,0.737,0.038,0.087
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,512,1,1,12,80.049,4.063,0.001,0.931,0.028,0.087
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Reduction,ONE_D,786432,1024,1,1,12,79.987,4.002,0.002,1.11,0.019,0.105
