device/C,kernel/C,workDimension/C,nBodies/F,timeStep/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
AMD Firepro W9100,NBody,ONE_D,262144,0.005,1,1,1,1,4,22.923,7.39,0.003,42958.8,0.002,0.145
AMD Firepro W9100,NBody,ONE_D,262144,0.005,1,2,1,1,4,37.458,4.836,0.005,21423.3,0.001,0.123
AMD Firepro W9100,NBody,ONE_D,262144,0.005,1,4,1,1,4,34.201,4.688,0.002,10706.9,0,0.102
AMD Firepro W9100,NBody,ONE_D,262144,0.005,1,8,1,1,4,41.051,4.741,0.002,5376.09,0,0.1
AMD Firepro W9100,NBody,ONE_D,262144,0.005,1,16,1,1,4,29.987,4.519,0.004,2709.39,0.001,0.101
AMD Firepro W9100,NBody,ONE_D,262144,0.005,1,32,1,1,4,32.876,4.323,0.001,1361.82,0.001,0.101
AMD Firepro W9100,NBody,ONE_D,262144,0.005,1,64,1,1,4,38.309,4.705,0.002,735.591,0,0.101
AMD Firepro W9100,NBody,ONE_D,262144,0.005,1,128,1,1,4,34,6.092,0.003,745.843,0,0.079
AMD Firepro W9100,NBody,ONE_D,262144,0.005,1,256,1,1,4,30.745,6.311,0.002,744.715,0.001,0.095
AMD Firepro W9100,NBody,ONE_D,262144,0.005,1,1,1,1,4,23.734,7.256,0.004,42971.1,0.002,0.154
AMD Firepro W9100,NBody,ONE_D,262144,0.005,1,2,1,1,4,30.828,5.347,0.003,21418.6,0.001,0.139
AMD Firepro W9100,NBody,ONE_D,262144,0.005,1,4,1,1,4,33.108,4.927,0.018,10712.8,0,0.121
AMD Firepro W9100,NBody,ONE_D,262144,0.005,1,8,1,1,4,32.01,5.35,0.002,5375.5,0.001,0.116
AMD Firepro W9100,NBody,ONE_D,262144,0.005,1,16,1,1,4,30.492,5.165,0.003,2709.57,0,0.112
AMD Firepro W9100,NBody,ONE_D,262144,0.005,1,32,1,1,4,32.779,4.603,0.003,1361.84,0.001,0.113
AMD Firepro W9100,NBody,ONE_D,262144,0.005,1,64,1,1,4,33.127,4.895,0.017,739.081,0.001,0.117
AMD Firepro W9100,NBody,ONE_D,262144,0.005,1,128,1,1,4,34.468,6.3,0.005,745.698,0,0.08
AMD Firepro W9100,NBody,ONE_D,262144,0.005,1,256,1,1,4,30.729,6.321,0.004,745.693,0.001,0.114
AMD Firepro W9100,NBody,ONE_D,262144,0.005,1,1,1,1,4,21.963,6.759,0.026,42927.7,0.001,0.174
AMD Firepro W9100,NBody,ONE_D,262144,0.005,1,2,1,1,4,33.768,4.681,0.003,21407.5,0,0.133
AMD Firepro W9100,NBody,ONE_D,262144,0.005,1,4,1,1,4,30.207,5.146,0.003,10708.1,0.001,0.131
AMD Firepro W9100,NBody,ONE_D,262144,0.005,1,8,1,1,4,33.378,4.829,0.003,5376.11,0,0.139
AMD Firepro W9100,NBody,ONE_D,262144,0.005,1,16,1,1,4,31.151,4.611,0.018,2709.59,0,0.127
AMD Firepro W9100,NBody,ONE_D,262144,0.005,1,32,1,1,4,33.379,4.482,0.018,1362.42,0,0.126
AMD Firepro W9100,NBody,ONE_D,262144,0.005,1,64,1,1,4,33.13,4.563,0.017,735,0.001,0.166
AMD Firepro W9100,NBody,ONE_D,262144,0.005,1,128,1,1,4,31.66,4.913,0.018,742.122,0,0.109
AMD Firepro W9100,NBody,ONE_D,262144,0.005,1,256,1,1,4,32.243,6.364,0.018,742.784,0.001,0.134
