device/C,kernel/C,workDimension/C,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,1,1,1,8,0,0,0,1.366,0.001,1.157
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,2,1,1,8,0,0,0.001,0.76,0,0.963
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,4,1,1,8,0.001,0.001,0,0.333,0.001,0.973
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,8,1,1,8,0.001,0.001,0,0.287,0.001,1.001
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,16,1,1,8,0,0.001,0,0.238,0.001,0.962
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,32,1,1,8,0,0,0,0.237,0,1.025
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,64,1,1,8,0.001,0.001,0,0.244,0,0.948
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,128,1,1,8,0.001,0,0.001,0.22,0,0.991
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,256,1,1,8,0.001,0.001,0,0.197,0.001,0.929
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,512,1,1,8,0,0,0.001,0.194,0,0.914
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,1024,1,1,8,0.001,0,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,2048,1,1,8,0.001,0,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,4096,1,1,8,0.001,0,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,8192,1,1,8,0,0,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,1,1,1,8,0,0,0,1.302,0.001,1.017
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,2,1,1,8,0,0,0,0.792,0.001,0.963
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,4,1,1,8,0,0,0,0.337,0.001,0.982
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,8,1,1,8,0,0,0.001,0.34,0.001,1.016
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,16,1,1,8,0,0,0.001,0.352,0,0.996
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,32,1,1,8,0,0,0.001,0.321,0.001,1.014
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,64,1,1,8,0,0,0.001,0.314,0,0.989
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,128,1,1,8,0.001,0,0,0.305,0.001,1.006
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,256,1,1,8,0,0.001,0,0.292,0.001,0.94
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,512,1,1,8,0.001,0,0.001,0.346,0,1.023
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,1024,1,1,8,0.001,0.001,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,2048,1,1,8,0.001,0,0.001,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,4096,1,1,8,0.001,0,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,8192,1,1,8,0.001,0,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,1,1,1,8,0,0,0,1.098,0,1.042
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,2,1,1,8,0,0.001,0,0.855,0.001,0.935
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,4,1,1,8,0,0,0.001,0.4,0,0.94
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,8,1,1,8,0,0.001,0,0.434,0.001,0.985
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,16,1,1,8,0.001,0.001,0,0.344,0.001,0.981
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,32,1,1,8,0,0,0,0.34,0.001,0.976
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,64,1,1,8,0,0,0,0.326,0.001,0.942
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,128,1,1,8,0,0.001,0,0.368,0,0.935
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,256,1,1,8,0.001,0,0.001,0.373,0,0.932
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,512,1,1,8,0,0,0,0.347,0.001,0.943
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,1024,1,1,8,0,0.001,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,2048,1,1,8,0,0,0.001,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,4096,1,1,8,0,0,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,8192,1,1,8,0,0.001,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,1,1,1,8,0.001,0,0.001,1.399,0,1.344
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,2,1,1,8,0,0,0.001,0.712,0,0.952
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,4,1,1,8,0,0,0.001,0.362,0,0.984
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,8,1,1,8,0.001,0,0,0.329,0.001,1.001
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,16,1,1,8,0,0,0.001,0.323,0.001,0.991
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,32,1,1,8,0,0,0,0.312,0,0.994
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,64,1,1,8,0,0,0,0.321,0.001,1
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,128,1,1,8,0.001,0,0,0.304,0,0.998
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,256,1,1,8,0,0.001,0,0.223,0,0.975
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,512,1,1,8,0,0.001,0,0.331,0,0.943
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,1024,1,1,8,0,0,0.001,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,2048,1,1,8,0.001,0,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,4096,1,1,8,0,0,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,8192,1,1,8,0,0,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,1,1,1,8,0.001,0.001,0,1.125,0,0.929
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,2,1,1,8,0.001,0,0,0.946,0.001,0.945
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,4,1,1,8,0.001,0,0,0.396,0,0.982
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,8,1,1,8,0.001,0,0,0.36,0,0.961
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,16,1,1,8,0.001,0,0,0.332,0.001,0.973
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,32,1,1,8,0,0,0.001,0.333,0.001,0.965
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,64,1,1,8,0,0,0,0.4,0,0.954
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,128,1,1,8,0,0,0,0.377,0.001,0.958
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,256,1,1,8,0,0.001,0,0.38,0,1.329
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,512,1,1,8,0.001,0,0,0.283,0,0.934
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,1024,1,1,8,0.001,0,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,2048,1,1,8,0.001,0,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,4096,1,1,8,0.001,0,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,8192,1,1,8,0,0,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,1,1,1,8,0.001,0,0,1.316,0.001,0.826
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,2,1,1,8,0.001,0,0,0.715,0,0.925
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,4,1,1,8,0,0,0,0.249,0,0.976
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,8,1,1,8,0.001,0,0,0.354,0,0.94
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,16,1,1,8,0,0,0,0.257,0,0.948
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,32,1,1,8,0,0,0.001,0.237,0,0.997
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,64,1,1,8,0,0,0,0.228,0.001,0.926
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,128,1,1,8,0,0.001,0,0.217,0,0.961
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,256,1,1,8,0.001,0,0.001,0.208,0,0.95
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,512,1,1,8,0.001,0,0,0.182,0,0.954
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,1024,1,1,8,0,0,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,2048,1,1,8,0,0,0.001,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,4096,1,1,8,0,0,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,8192,1,1,8,0.001,0,0,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,1,1,1,8,0,0,0,1.387,0.001,1.372
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,2,1,1,8,0.001,0,0,0.51,0.001,0.988
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,4,1,1,8,0,0,0,0.46,0,0.99
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,8,1,1,8,0.001,0.001,0,0.328,0,0.981
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,16,1,1,8,0.001,0.001,0,0.338,0,0.988
Intel Xeon Phi coprocessor x100 family,NoMemory,ONE_D,32,1,1,8,0.001,0.001,0,0.33,0.001,0.992
