device/C,kernel/C,workDimension/C,nBodies/F,timeStep/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.83501e+06,0.005,1,1,1,1,28,160.803,36.985,0.01,3.06949e+06,0.002,5.45
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.83501e+06,0.005,1,2,1,1,28,217.196,45.44,0.007,3.06999e+06,0.002,6.563
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.83501e+06,0.005,1,4,1,1,28,201.079,39.514,0.008,3.07086e+06,0.002,5.031
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.83501e+06,0.005,1,8,1,1,28,206.634,42.522,0.008,3.06969e+06,0.002,4.825
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.83501e+06,0.005,1,16,1,1,28,204.312,41.939,0.007,184433,0.002,5.091
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.83501e+06,0.005,1,32,1,1,28,220.899,39.483,0.011,184420,0.001,5.53
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.83501e+06,0.005,1,64,1,1,28,217.857,41.241,0.008,184346,0.002,4.958
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.83501e+06,0.005,1,128,1,1,28,204.522,34.359,0.008,184460,0.001,5.471
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.83501e+06,0.005,1,256,1,1,28,215.866,39.325,0.008,187663,0.001,4.97
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.83501e+06,0.005,1,512,1,1,28,211.125,36.985,0.008,184663,0.001,5.6
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.83501e+06,0.005,1,1024,1,1,28,210.54,32.82,0.008,196528,0.001,6.096
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.83501e+06,0.005,1,2048,1,1,28,208.105,37.099,0.007,196952,0.002,5.233
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.83501e+06,0.005,1,4096,1,1,28,215.69,41.48,0.008,197510,0.001,5.199
Intel Xeon Phi coprocessor x100 family,NBody,ONE_D,1.83501e+06,0.005,1,8192,1,1,28,210.816,41.577,0.009,197305,0.002,5.467
