device/C,kernel/C,workDimension/C,width/F,height/F,steps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,768,1536,4,1,1,1,18,400.338,21.324,0.006,1164.06,0.005,3.001
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,768,1536,4,1,2,1,18,401.881,21.134,0.006,1090.46,0.005,3.386
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,768,1536,4,1,4,1,18,400.816,20.739,0.007,1066.44,0.005,3.283
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,768,1536,4,1,8,1,18,477.074,21.138,0.006,1057.46,0.006,3.301
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,768,1536,4,1,16,1,18,480.29,21.072,0.007,1042.3,0.01,4.232
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,768,1536,4,1,32,1,18,481.765,21.113,0.007,1053.39,0.01,3.969
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,768,1536,4,1,64,1,18,471.306,20.453,0.006,1047.49,0.008,3.632
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,768,1536,4,1,128,1,18,478.414,21.16,0.006,1055.86,0.009,3.595
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,768,1536,4,1,256,1,18,477.427,20.554,0.007,1076.55,0.005,3.34
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,768,1536,4,1,512,1,18,470.577,21.051,0.007,1082.69,0.009,3.753
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,768,1536,4,1,1024,1,18,470.463,21.092,0.007,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,768,1536,4,1,2048,1,18,394.694,20.947,0.006,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,768,1536,4,1,4096,1,18,399.272,20.519,0.005,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,768,1536,4,1,8192,1,18,401.14,21.113,0.007,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,768,1536,4,2,1,1,18,404.142,20.711,0.007,1085.81,0.006,2.519
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,768,1536,4,2,2,1,18,398.459,21.213,0.008,1021.97,0.007,2.972
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,768,1536,4,2,4,1,18,472.815,20.748,0.007,1003.39,0.006,2.906
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,768,1536,4,2,8,1,18,471.906,22.475,0.007,1030.01,0.005,2.783
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,768,1536,4,2,16,1,18,402.108,20.723,0.006,1046.34,0.009,7.521
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,768,1536,4,2,32,1,18,481.957,21.23,0.006,1031.04,0.009,4.177
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,768,1536,4,2,64,1,18,475.354,20.75,0.006,1060.14,0.009,4.391
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,768,1536,4,2,128,1,18,484.969,21.022,0.007,1059.54,0.009,4.294
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,768,1536,4,2,256,1,18,471.103,20.189,0.006,1057.84,0.004,3.061
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,768,1536,4,2,512,1,18,406.143,21.153,0.006,1073.65,0.009,4.872
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,768,1536,4,2,1024,1,18,479.907,20.183,0.006,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,768,1536,4,2,2048,1,18,400.349,20.936,0.007,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,768,1536,4,2,4096,1,18,394.727,20.146,0.007,-1,-1,-1
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,768,1536,4,4,1,1,18,398.868,21.065,0.007,1057.97,0.005,2.932
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,768,1536,4,4,2,1,18,402.359,20.134,0.008,1050.09,0.005,2.904
Intel Xeon Phi coprocessor x100 family,MonteCarloAsian,TWO_D,768,1536,4,4,4,1,18,402.006,21.041,0.007,1044.84,0.006,2.947
