device/C,kernel/C,workDimension/C,nBodies/F,timeStep/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.83501e+06,0.005,1,1,1,1,28,166.135,37.446,0.002,954650,0.002,1.564
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.83501e+06,0.005,1,2,1,1,28,161.193,39.151,0.003,954866,0.001,1.674
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.83501e+06,0.005,1,4,1,1,28,163.466,29.798,0.014,954975,0.001,1.576
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.83501e+06,0.005,1,8,1,1,28,161.06,32.47,0.003,955015,0.002,1.563
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.83501e+06,0.005,1,16,1,1,28,165.927,35.593,0.002,955228,0.001,2.164
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.83501e+06,0.005,1,32,1,1,28,160.178,31.959,0.003,955320,0.001,3.75
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.83501e+06,0.005,1,64,1,1,28,172.668,33.843,0.002,955915,0.002,1.426
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.83501e+06,0.005,1,128,1,1,28,163.707,35.805,0.002,956080,0.001,1.641
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.83501e+06,0.005,1,256,1,1,28,169.212,33.587,0.002,958856,0.001,3.912
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.83501e+06,0.005,1,512,1,1,28,176.328,39.623,0.004,959399,0.001,2.971
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,NBody,ONE_D,1.83501e+06,0.005,1,1024,1,1,28,169.074,32.716,0.003,959656,0.001,2.216
