device/C,kernel/C,workDimension/C,xLocal/I,yLocal/I,zLocal/I,MB/F,init/F,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Empty,ONE_D,1,1,1,20,0,0,0,0.325,0.001,0.103
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Empty,ONE_D,2,1,1,20,0,0,0,0.187,0.001,0.086
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Empty,ONE_D,4,1,1,20,0,0,0,0.178,0,0.081
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Empty,ONE_D,8,1,1,20,0,0,0,0.179,0,0.079
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Empty,ONE_D,16,1,1,20,0,0,0,0.146,0,0.082
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Empty,ONE_D,32,1,1,20,0.001,0,0.001,0.079,0,0.068
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Empty,ONE_D,64,1,1,20,0,0,0,0.057,0,0.079
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Empty,ONE_D,128,1,1,20,0,0,0,0.03,0.001,0.045
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Empty,ONE_D,256,1,1,20,0,0,0,0.06,0,0.075
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Empty,ONE_D,512,1,1,20,0,0,0,0.062,0,0.073
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Empty,ONE_D,1024,1,1,20,0,0,0,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Empty,ONE_D,1,1,1,20,0,0.001,0,0.28,0,0.168
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Empty,ONE_D,2,1,1,20,0,0,0.001,0.237,0,0.14
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Empty,ONE_D,4,1,1,20,0,0,0,0.239,0.001,0.115
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Empty,ONE_D,8,1,1,20,0,0,0,0.265,0.016,0.071
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Empty,ONE_D,16,1,1,20,0,0,0,0.142,0.001,0.064
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Empty,ONE_D,32,1,1,20,0,0,0,0.097,0.001,0.058
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Empty,ONE_D,64,1,1,20,0,0,0,0.058,0,0.058
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Empty,ONE_D,128,1,1,20,0,0,0,0.037,0.001,0.051
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Empty,ONE_D,256,1,1,20,0,0,0,0.041,0,0.05
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Empty,ONE_D,512,1,1,20,0,0,0,0.032,0.001,0.048
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Empty,ONE_D,1024,1,1,20,0,0,0,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Empty,ONE_D,1,1,1,20,0,0.001,0,0.314,0,0.133
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Empty,ONE_D,2,1,1,20,0,0,0,0.28,0,0.09
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Empty,ONE_D,4,1,1,20,0,0,0,0.161,0,0.097
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Empty,ONE_D,8,1,1,20,0,0.001,0,0.155,0,0.05
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Empty,ONE_D,16,1,1,20,0,0,0,0.109,0,0.046
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Empty,ONE_D,32,1,1,20,0.001,0,0,0.056,0,0.041
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Empty,ONE_D,64,1,1,20,0,0,0,0.053,0,0.044
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Empty,ONE_D,128,1,1,20,0.001,0,0.001,0.042,0,0.037
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Empty,ONE_D,256,1,1,20,0,0,0,0.026,0,0.036
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Empty,ONE_D,512,1,1,20,0.001,0,0,0.027,0,0.036
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Empty,ONE_D,1024,1,1,20,0,0,0,-1,-1,-1
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Empty,ONE_D,1,1,1,20,0,0,0,0.242,0.001,0.141
Intel Xeon CPU E5-2695 v2 @ 2.40GHz,Empty,ONE_D,2,1,1,20,0.001,0,0,0.219,0,0.093
